none,en-us,hi-in,th-th,zh-cn,zh-hk,vi-vn,id-id,in-telugu,in-marathi,pt-pt,es_co
UI_Wheel_txt3,3、Terms of Withdrawal: Valid Bet = Bonus * 2.,,,,,,,,,3、Termos de retirada: Aposta válida = Bônus * 2.,"3, Condiciones de retiro: Apuesta válida = Bonificación * 2."
UI_Wheel_Registro,Registro,,,,,,,,,Registro,Registro
UI_Wheel_txt4,Congratulations! You've won the prize! Play games and win more bonus now,,,,,,,,,Parabéns! Você ganhou o prêmio! Jogue e ganhe mais bônus agora,¡Felicidades! ¡Has ganado el premio! Juega y gana más bonos ahora
UI_Wheel_HelpTit1,Accumulated recharge amount of players,,,,,,,,,Quantidade de recarga acumulada de jogadores,Cantidad de recarga acumulada de jugadores
UI_Wheel_HelpTit2,Today's player recharge amount,,,,,,,,,Quantidade de recarga do jogador de hoje,Monto de recarga del jugador de hoy
UI_Wheel_HelpTit3,Yesterday's player recharge amount,,,,,,,,,Yesterday's player recharge amount,Yesterday's player recharge amount
UI_Wheel_Helptxt1,Accumulated recharge amount,,,,,,,,,Quantidade de recarga acumulada,Importe de recarga acumulado
UI_Wheel_Helptxt3,Number of spins,,,,,,,,,Número de giros,Número de giros
UI_Wheel_Helptxt2,Recharge amount,,,,,,,,,Valor da recarga,Monto de recarga
UI_Cash_BankCard,Bank Card,,,,,,,,,Bank Card,Tarjeta bancaria
UI_Cash_GCASH,GCASH,,,,,,,,,GCASH,GCASH
UI_Cash_InputProvince,Input Province,,,,,,,,,Input Province,ingrese provincia
UI_Cash_InputCity,Input City,,,,,,,,,Input City,ingrese ciudad
UI_Cash_InputNumber,Input Number,,,,,,,,,Input Number,ingrese número
UI_Cash_InputMayaNumber,Input Maya Phone Number,,,,,,,,,Insira o número de telefone do Maya,Ingrese el número de teléfono de Maya
UI_Cash_StarColor_Province,<b><color=#59677C>Province</color><color=#ff0000>*</color></b>,,,,,,,,,<b><color=#59677C>Province</color><color=#ff0000>*</color></b>,<b><color=#59677C>Provincia</color><color=#ff0000>*</color></b>
UI_Cash_TitleBankNameGCash,Bank name/Gcash/PayMaya Philippines,,,,,,,,,Bank name/Gcash/PayMaya Philippines,Nombre del banco/Gcash/PayMaya Philippines
UI_Cash_StarColor_City,<b><color=#59677C>City</color><color=#ff0000>*</color></b>,,,,,,,,,<b><color=#59677C>City</color><color=#ff0000>*</color></b>,<b><color=#59677C>Ciudad</color><color=#ff0000>*</color></b>
UI_Cash_StarColor_Number,<b><color=#59677C>Gcash ACC</color><color=#ff0000>*</color></b>,,,,,,,,,<b><color=#59677C>Gcash ACC</color><color=#ff0000>*</color></b>,<b><color=#59677C>Caja Gcash</color><color=#ff0000>*</color></b>
UI_Finish,Done,,,,,,,,,OK,Hecho
UI_LimitTitle,This game is not available in your country.,,,,,,,,,Este jogo não está disponível em seu país.,Este juego no está disponible en tu país.
UI_Due_to,"Due to licensing regulation laws,we cannot offer our services to you.",,,,,,,,,"Devido às leis de regulamentação de licenciamento, não podemos oferecer nossos serviços a você.","Debido a las leyes de regulación de licencias, no podemos ofrecerle nuestros servicios."
UI_Not_region,Not in a restricted region?,,,,,,,,,TermNão está em uma região restrita?inar,¿No está en una región restringida?
UI_USING_VPN,"If you're using aproxy service or VPN to access,try turning it off and reload the page.",,,,,,,,,"Se você estiver usando um serviço de proxy ou VPN para acessar, tente desligá-lo e recarregar a página.","Si está utilizando un servicio proxy o VPN para acceder, intente apagarlo y recargar la página."
UI_Contact_Support,Refresh,,,,,,,,,Atualizar,Actualizar
UI_Contact_Customer_Service,Contact Support,,,,,,,,,Contate o Suporte,Soporte de contacto
UI_Server_maintenance,"Network connection failed, please contact customer service",,,,,,,,,"Falha na conexão de rede, entre em contato com o atendimento ao cliente","La conexión de red falló, comuníquese con el servicio al cliente"
UI_Shop_Red_explain,"Redemption codes will be issued through events from time to time, please pay attention to the announcement in the official group",,,,,,,,,"Os códigos de resgate serão emitidos através de eventos de tempos em tempos, preste atenção ao anúncio no grupo oficial","Los códigos de canje se emitirán a través de eventos de vez en cuando, preste atención al anuncio en el grupo oficial"
UI_Shop_Red_PleaseEnter,Please enter the redeem code,,,,,,,,,"Por favor, insira o código de resgate","Por favor, introduzca el código de canje"
UI_Shop_Red_Redpackets,Redeem Code,,,,,,,,,Resgatar código,Canjear código
UI_Contact_customer,Contact Customer Service,,,,,,,,,Entre em contato com o Atendimento ao Cliente,Contactar Servicio al Cliente
UI_Beneficiary_Name,Beneficiary Name,,,,,,,,,Nome Beneficiário,Nombre del beneficiario
UI_Cash_InputBeneficiaryName,input Beneficiary Name,,,,,,,,,input Beneficiary Name,ingrese el nombre del beneficiario
UI_Hall_FeatureDevelopment,This feature is under development,,,,,,,,,Este recurso está em desenvolvimento,Esta función está en desarrollo.
UI_In-HouseBonus,In-House Bonus,,,,,,,,,Bônus da Casa,Bono Interno
UI_Hall_Played,Recent,,,,,,,,,Recente,Reciente
UI_ExternGame,Are you sure you want to leave the game and return to the lobby?,,,,,,,,,Tem certeza de que deseja sair do jogo e retornar ao lobby?,¿Seguro que quieres salir del juego y volver al lobby?
UI_SlotBonus,Slot Bonus,,,,,,,,,Bônus de slot,Bono de tragamonedas
UI_LiveBonus,Live Bonus,,,,,,,,,Bônus ao vivo,Bono en vivo
UI_Sports_Bonus,Sports Bonus,,,,,,,,,Bônus esportivo,Bono Deportivo
UI_TotalBonus,Total Bonus,,,,,,,,,Bônus Total,Bono total
UI_Total,Total,,,,,,,,,Total,Total
UI_Totalearned,Total earned,,,,,,,,,Total ganho,Total de Ganancias
Bao_Dian_Save_Settings,Save Settings ,,,,,,,,,Guardar definições,Guardar ajustes
Bao_Dian_Auto_Play,Auto Play,,,,,,,,,Auto configuração,Auto-reproducción
UI_Dice_Prediction,PREDICTION,,,,,,,,,PREDIÇÃO,PREDICCIÓN
UI_Dice_LuckyNumber,Result,,,,,,,,,Resultado,resultado
UI_Dice_ROLLUNDER,ROLL UNDER,,,,,,,,,ROLAR POR BAIXO,rodar por debajo
UI_Dice_ROLLOVER,ROLL OVER,,,,,,,,,ROLAR SOBRE,DESE LA VUELTA
UI_Dice_BetNumber,Bet Number,,,,,,,,,Número da aposta,Número de apuesta
UI_Dice_Help_Profitwin,Profit on win,,,,,,,,,Lucro na vitória,Ganancia en la victoria
UI_Dice_Help_Hint,"Place a bet and predict a Lucky number by controlling the slider. Choose ""Roll over"" or ""Roll under"" the chosen number",,,,,,,,,"Faça uma aposta e preveja um número da sorte controlando o controle deslizante. Escolha ""Roll over"" ou ""Roll under"" o número escolhido","Haga una apuesta y prediga un número de la suerte controlando el control deslizante. Elija ""Pasar por encima"" o ""Pasar por debajo"" del número elegido"
UI_Dice_Help_Hint2,"Random number generator will choose the winning number from 0 to 99. If the lucky number is the chosen range,you win!",,,,,,,,,"O gerador de números aleatórios escolherá o número vencedor de 0 a 99. Se o número da sorte for o intervalo escolhido,você ganha!","El generador de números aleatorios elegirá el número ganador del 0 al 99. Si el número de la suerte es el rango elegido, ¡usted gana!"
UI_Dice_RecordTitile,Previous Rolls,,,,,,,,,Rolos anteriores,rolls anteriores
UI_Dice_Help_NumGold,1 Gold,,,,,,,,,1 ouro,1 oro
UI_Judge_ClickOnTheToolbar,Click on the toolbar below,,,,,,,,,Clique na barra de ferramentas abaixo,Haga clic en la barra de herramientas a continuación
UI_Judge_AndSelect,and select,,,,,,,,,e selecione,y seleccione
UI_InsufficientGold,Insufficient gold coins!,,,,,,,,,Moedas de ouro insuficientes!,¡Monedas de oro insuficientes!
UI_Judge_AddToHome,"""Add to Home Screen""",,,,,,,,,"""Adicionar à tela de inicial""",Añadir a la pantalla principal
UI_Dice_Add_to_Home_Screen,Add to Home Screen,,,,,,,,,Adicionar à tela inicial,Añadir a la pantalla principal
UI_UpgradeNextLvRichText,"<color=#ffffff>To upgrade to </c><color=#ffe71d>{VIPLV}</color>,you need to recharge <color=#ffe71d>{MINRECHARGE}</color> and <color=#ffe71d>{MINBET}</color> bet amount.",,,,,,,,,"<color=#ffffff>Para atualizar para </c><color=#ffe71d>{VIPLV}</color>, você precisa recarregar <color=#ffe71d>{MINRECHARGE}</color> e <color=#ffe71d >{MINBET}</color> suma aposta.","<color=#ffffff>Para actualizar a </c><color=#ffe71d>{VIPLV}</color>, debe recargar <color=#ffe71d>{MINRECHARGE}</color> y <color=#ffe71d >{MINBET}</color> monto de la apuesta."
UI_Get_it_later,Get it later,,,,,,,,,Pegar depois,Consíguelo más tarde
UI_GameIcon,Maintaining,,,,,,,,,Manutenção,mantenimiento
UI_Free_trial,Free trial,,,,,,,,,Teste grátis,Prueba gratis
UI_Try_it_for_free,Try it for free,,,,,,,,,Experimente Grátis,Pruébalo gratis
UI_Official_game,Cash Game,,,,,,,,,Jogo a dinheiro,Juego en efectivo
UI_Confirme,Continue,,,,,,,,,Continuar,continuar
UI_FreeNotice,"Feel free to practicehere and try our hotestdemos, enjoy!",,,,,,,,,"Sinta-se livre para praticar e experimentar nossos hotestdemos, aproveite!","Siéntete libre de practicar aquí y prueba nuestras demostraciones más calientes, ¡disfrútalo!"
UI_FreeInFreeGameNotice,"We have hundreds of mainstream and fun games
We can go to the experience field to experience our games",,,,,,,,,"Temos centenas de jogos principais e divertidos
Podemos ir ao campo de experiência para experimentar nossos jogos","Tenemos cientos de juegos populares y divertidos
Podemos ir al campo de experiencia para experimentar nuestros juegos"
UI_FreeInFreeEnterGame,Continue,,,,,,,,,Continuar,continuar
UI_FreeInFreeEnterFreeGame,Try it for free,,,,,,,,,teste gratuito,Pruébalo gratis
UI_Guide_text,Go to the Teste gratuito,,,,,,,,,Vá para o Teste Gratuito,Ir a la Prueba gratuita
UI_Guide_text1,Insufficient gold coins and need to recharge? Or go to the experience field to play for free,,,,,,,,,Moedas de ouro insuficientes e precisa recarregar? Ou vá para o campo de experiência para jogar de graça,¿Monedas de oro insuficientes y necesita recargar? O ve al campo de experiencia para jugar gratis
UI_Guide_text2,"You have already experienced the experience field game,whether to go to the gold field",,,,,,,,,"Você já experimentou o jogo de campo de experiência, seja para ir ao campo de ouro","Ya has experimentado el juego de campo de experiencia, ya sea para ir al campo de oro."
UI_Guide_text3,Go,,,,,,,,,Vai,ir
UI_Guide_text4,"Insufficient gold coins, go to the recharge mall to get more gold coins",,,,,,,,,"Moedas de ouro insuficientes, vá ao shopping de recarga para obter mais moedas de ouro","Monedas de oro insuficientes, vaya al centro comercial de recarga para obtener más monedas de oro"
UI_GoogleLoginHint,Click to log in with your Google account,,,,,,,,,Clique para fazer login com sua conta do Google,Haga clic para iniciar sesión con su cuenta de Google
UI_GoogleLoginHintUpVersion,Google login needs to download the new version,,,,,,,,,O login do Google precisa fazer o download da nova versão,El inicio de sesión de Google necesita descargar la nueva versión
UI_ShareReceiveAgentGold,The chips transferred to the account can be played directly. Are you sure about the transfer?,,,,,,,,,As fichas transferidas para a conta podem ser jogadas diretamente. Tem certeza sobre a transferência?,Las fichas transferidas a la cuenta se pueden jugar directamente. ¿Estás seguro de la transferencia?
UI_PromoteRegras,Commission Model and Rules,,,,,,,,,Modelo e Regras da Comissão,Modelo de Comisión y Reglas
UI_Invitational_Achievement_Award,Invitational Achievement Award,,,,,,,,,Prêmio de realização por convite,Premio al logro por invitación
UI_PromoteMeberAllLevel,All Refer Level,,,,,,,,,All Refer Level,Todos los niveles de referencia
UI_PromoteInviteFriends,Invite your friends to join and you will receive great rewards,,,,,,,,,Convide seus amigos para participar e você receberá grandes recompensas,Invita a tus amigos a unirse y recibirás grandes recompensas
UI_PromoteDelayCommission,"Commission settlement will take a while, please be patient",,,,,,,,,"A liquidação da comissão vai demorar um pouco, por favor, seja paciente","La liquidación de la comisión tardará un poco, tenga paciencia."
UI_Promote_Proxy_Tips,"Hello agent, your income has been included in the agency system, please log in to the system to view or contact your manager",,,,,,,,,"Olá agente, sua renda foi incluída no sistema da agência, faça login no sistema para visualizar ou entrar em contato com seu gerente","Hola agente de, sus ingresos se han incluido en el sistema de la agencia, inicie sesión en el sistema para ver o contactar a su gerente"
UI_Share_InvitesBonus,Invitation bonus,,,,,,,,,Bônus de convite,bono de invitación
UI_Share_Numberofinvites,Number of invites,,,,,,,,,Número de convites,Número de invitaciones
UI_Withdraw_Recod,Record,,,,,,,,,Registro,Registro
UI_Withdraw_ID,ID,,,,,,,,,ID,Identificación
UI_Withdraw_Amount,Amount,,,,,,,,,Quantia,Importe
UI_Withdraw_Times,Time,,,,,,,,,Hora,Tiempo tiempo
UI_Withdraw_Staus,Status,,,,,,,,,Status,Estado
UI_Withdraw_Details,Details,,,,,,,,,Detalhes,detalles
UI_Account_BetCoefficient,Bet Coefficient,,,,,,,,,Coeficiente da aposta,Coeficiente de apuesta
UI_Account_Coefficient,Coefficient,,,,,,,,,Coeficiente,Coeficiente
UI_Account_POP1,Edit Phone Number,,,,,,,,,Editar número de telefone,Editar número de teléfono
UI_Account_POP2,Edit Email,,,,,,,,,Editar e-mail,Editar correo electrónico
UI_Account_POP_Mail1,New Email,,,,,,,,,Novo Email,Nuevo Email
UI_Account_POP_Mail,Enter email verification code,,,,,,,,,Insira o código de verificação de e-mail,Ingrese el código de verificación de correo electrónico
UI_Account_POP3,Change Password,,,,,,,,,Mudar senha,Cambiar contraseña
UI_Account_POP4,Create account,,,,,,,,,Criar Conta,Crear una cuenta
UI_Account_POP5,Current Password,,,,,,,,,Senha atual,Contraseña actual
UI_Account_POP6,Bind Phone,,,,,,,,,Ligar telefone,Bind Phone
UI_Account_POP7,Bind Email,,,,,,,,,Vincular e-mail,Bind Email
UI_Account_POP8,Change Password,,,,,,,,,Alterar a senha,Change Password
UI_Account_Top1,My Info,,,,,,,,,Minha informação,Mi información
UI_Account_Top2,My Account,,,,,,,,,Minha conta,Mi cuenta
UI_Account_Info1,Bind,,,,,,,,,Ligar,Unir
UI_Account_Info2,All Ranks,,,,,,,,,Todos os Rank,Todos los rangos
UI_Account_Info3,Mobile Number,,,,,,,,,Número móvel,número móvil 
UI_Account_Info4,verified,,,,,,,,,verificado,verificado
UI_Account_Info5,Unbound,,,,,,,,,Não vinculado,Sin consolidar
UI_Account_Info6,Unbound,,,,,,,,,Não vinculado,Sin consolidar
UI_Account_Info7,My Email,,,,,,,,,Meu email,Mi email
UI_Account_Info8,My Birthday,,,,,,,,,Meu aniversário,Mi cumpleaños
UI_Edit_my_birthday,Edit my birthday,,,,,,,,,Modificar meu aniversário,Modificar mi fecha de nacimiento
UI_Not_filled,Unconfirmed,,,,,,,,,Não confirmado,Inconfirmado
UI_Filled,Confirmed,,,,,,,,,Confirmado,Confirmado
UI_Account_Setting,Account Setting,,,,,,,,,Account Setting,Configuración de cuenta
UI_RealMode,Real Play,,,,,,,,,Jogo Real,Juego real
UI_FunMode,Free Play,,,,,,,,,Jogo grátis,Juego gratis
UI_carreguemais,Load more,,,,,,,,,carregue  mais,Carga más
UI_RecommendedGames,Top game,,,,,,,,,Melhores jogos,mejor juego
UI_ChangePassword1,Password input is blank,,,,,,,,,A entrada de senha está em branco,La entrada de contraseña está en blanco
UI_ChangePassword2,New password cannot be the same as old password,,,,,,,,,A nova senha não pode ser igual à senha antiga,La nueva contraseña no puede ser la misma que la anterior
UI_ChangePassword3,The two passwords you typed do not match,,,,,,,,,As senhas digitadas não coincidem,Las dos contraseñas que escribiste no coinciden
UI_BindEmail1,Missing mailbox verification code,,,,,,,,,Código de verificação da caixa postal ausente,Falta el código de verificación del buzón
UI_BindPhone1,Mobile phone verification code is empty,,,,,,,,,O código de verificação do celular está vazio,El código de verificación del teléfono móvil está vacío
UI_Bind_the_email,Set up email to access your account anytime and use it to log in from any device,,,,,,,,,Configure o e-mail para acessar sua conta a qualquer momento e use este e-mail para fazer login de qualquer dispositivo,Configure el correo electrónico para acceder a su cuenta en cualquier momento y utilícelo para iniciar sesión desde cualquier dispositivo
UI_Bind_the_phone,Set up a mobile number to access your account anytime and use it to log in from any device,,,,,,,,,Configure um número de celular para acessar sua conta a qualquer momento e use-o para fazer login de qualquer dispositivo,Configure un número de teléfono móvil para acceder a su cuenta en cualquier momento y utilícelo para iniciar sesión desde cualquier dispositivo
UI_Modify_password,"The length of the entered password must be 6~16 digits,and both numbers and letters are acceptable.",,,,,,,,,"O comprimento da senha inserida deve ser de 6 a 16 dígitos, e números e letras são aceitáveis.","La longitud de la contraseña ingresada debe ser de 6 a 16 dígitos, y se aceptan tanto números como letras."
UI_GoVipReceiveAwardHint,"You have VIP reward, please go to claim it",,,,,,,,,"Você tem recompensa VIP, por favor, vá para reivindicá-la","Tienes una recompensa VIP, ve a reclamarla"
SC_System_ullegalNickName, Illegal nickname,,,,,,,,, Apelido ilegal, apodo ilegal
UI_Download_Tips,Please use the Safari browser that comes with your phone to download the APP,,,,,,,,,"Por favor, use o navegador Safari que vem com seu telefone para baixar o APP",Utilice el navegador Safari que viene con su teléfono para descargar la aplicación.
UI_GragonTiger_helpPlaceYour,Place your bets,,,,,,,,,Faça suas apostas,Haga sus apuestas
UI_GragonTigerhelp_Dragon,DRAGON,,,,,,,,,DRAGON,CONTINUAR
UI_GragonTigerhelp_Tiger,TIGER,,,,,,,,,TIGER,TIGRE
UI_GragonTigerhelp_wait,Please wait for next round to start...,,,,,,,,,Aguarde o início da próxima rodada...,Please wait for next round to start...
UI_GragonTigerhelp_Tie,TIE,,,,,,,,,TIE,ATAR
UI_Store_warning,No channel,,,,,,,,,Nenhum canal,Sin canal
UI_GragonTigerWin,Win,,,,,,,,,Win,Victoria
UI_CashOut_Actual_USDT,Actual payment S{gold} USDT,,,,,,,,,Pagamento real S{gold} USDT,Pago real S{gold} USDT
UI_GragonTigerLose,Lose,,,,,,,,,Lose,Perder
UI_GragonTigerhelp_SuitedTie,SUITED TIE,,,,,,,,,SUITED TIE,CORBATA DE TRAJE
UI_GragonTigerhelp_ClickTheBetHint,"Click the bet area to complete the bet. After the bet time is over, the card will be opened, and the bigger card will win",,,,,,,,,"Clique na área de aposta para completar a aposta. Após o tempo de aposta terminar, o cartão será aberto e o cartão maior ganhará","Haga clic en el área de apuesta para completar la apuesta. Después de que termine el tiempo de la apuesta, se abrirá la tarjeta y ganará la tarjeta más grande."
UI_GragonTigerhelp_Thecoreof,"The core of Dragon Tiger is to compare the size.The order of cards from small to large is A, 2, 3, 4, 5, 6, 7, 8, 9, 10, J, Q, K",,,,,,,,,"O núcleo do Dragon Tiger é comparar o tamanho. A ordem dos cartões, de pequeno a grande, é A, 2, 3, 4, 5, 6, 7, 8,9, 10, J, Q, K","El núcleo de Dragon Tiger es comparar el tamaño. El orden de las cartas de pequeño a grande es A, 2, 3, 4, 5, 6, 7, 8, 9, 10, J, Q, K"
UI_GragonTigerhelp_Anular,ANULAR,,,,,,,,,ANULAR,ANULAR
UI_GragonTigerhelp_Dobrar,DOBRAR,,,,,,,,,DOBRAR,DOBRAR
UI_GragonTigerhelp_TopUp,TOPUP,,,,,,,,,RECARGA,RECARGAR
UI_GragonTigerhelp_ReturnAndDouble,"Choose the bet amount or chips to bet, the bet amount will affect the final income",,,,,,,,,"Escolha o valor da aposta ou fichas para apostar, o valor da aposta afetará o resultado final","""Return"" and ""Double"" can only be clicked after betting"
